Year    IndustryIndustryIndustryUnits   VariableVariableVariableValue   Industry_code_ANZSIC06
    2017Level 3 II11    Road TraPercentaH41     LiabilitFinancia      40ANZSIC06 groups I461 and I462
    2017Level 3 II12    Rail, WaDollars H01     Total inFinancia    8135ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H04     Sales ofFinancia    7789ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H05     InterestFinancia      64ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H06     GovernmeFinancia     205ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H07     Non-operFinancia      77ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H08     Total exFinancia    7247ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H09     InterestFinancia      89ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H10     IndirectFinancia      30ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H11     DepreciaFinancia     445ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H12     SalariesFinancia    1816ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H13     RedundanFinancia       0ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H19     PurchaseFinancia    4798ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H20     Non-operFinancia      69ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H21     Opening Financia      52ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H22     Closing Financia      44ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H23     Surplus Financia     880ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H24     Total asFinancia    8244ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H25     Current Financia    3075ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H26     Fixed taFinancia    3706ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H27     AdditionFinancia     864ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H28     DisposalFinancia     146ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H29     Other asFinancia    1463ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H30     Total eqFinancia    8244ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H31     ShareholFinancia    3160ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H32     Current Financia    3415ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H33     Other liFinancia    1668ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H34     Total inFinancia  406900ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaDollars H35     Surplus Financia   44000ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaPercentaH36     Current Financia      90ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaPercentaH37     Quick raFinancia      89ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaPercentaH39     Return oFinancia      28ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaPercentaH40     Return oFinancia      11ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 3 II12    Rail, WaPercentaH41     LiabilitFinancia      38ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502
    2017Level 4 II131   Postal aDollars H01     Total inFinancia    2226ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H04     Sales ofFinanciaC       ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H05     InterestFinanciaC       ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H06     GovernmeFinancia       0ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H07     Non-operFinanciaC       ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H08     Total exFinancia    2027ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H09     InterestFinancia      30ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H10     IndirectFinanciaC       ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H11     DepreciaFinancia      67ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H12     SalariesFinancia     561ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H13     RedundanFinancia       0ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H19     PurchaseFinancia    1322ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H20     Non-operFinanciaC       ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H21     Opening Financia      14ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H22     Closing Financia      18ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H23     Surplus Financia     203ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H24     Total asFinancia    2549ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H25     Current Financia     706ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H26     Fixed taFinanciaC       ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H27     AdditionFinancia     120ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H28     DisposalFinancia      43ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H29     Other asFinanciaC       ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H30     Total eqFinancia    2549ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H31     ShareholFinanciaC       ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H32     Current Financia     490ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H33     Other liFinanciaC       ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H34     Total inFinancia  205700ANZSIC06 group I510
    2017Level 4 II131   Postal aDollars H35     Surplus Financia   18700ANZSIC06 group I510
    2017Level 4 II131   Postal aPercentaH36     Current Financia     144ANZSIC06 group I510
    2017Level 4 II131   Postal aPercentaH37     Quick raFinancia     140ANZSIC06 group I510
    2017Level 4 II131   Postal aPercentaH39     Return oFinanciaC       ANZSIC06 group I510
    2017Level 4 II131   Postal aPercentaH40     Return oFinancia       8ANZSIC06 group I510
    2017Level 4 II131   Postal aPercentaH41     LiabilitFinanciaC       ANZSIC06 group I510
    2017Level 4 II132   TransporDollars H01     Total inFinancia    4784ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H04     Sales ofFinancia    4414ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H05     InterestFinancia      84ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H06     GovernmeFinancia       0ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H07     Non-operFinancia     286ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H08     Total exFinancia    3644ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H09     InterestFinancia     195ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H10     IndirectFinanciaC       ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H11     DepreciaFinancia     364ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H12     SalariesFinancia    1257ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H13     RedundanFinanciaC       ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H19     PurchaseFinancia    1469ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H20     Non-operFinanciaC       ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H21     Opening Financia     158ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H22     Closing Financia     189ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H23     Surplus Financia    1171ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H24     Total asFinancia   21795ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H25     Current Financia    2623ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H26     Fixed taFinancia   17609ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H27     AdditionFinancia    1607ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H28     DisposalFinancia     261ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H29     Other asFinancia    1563ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H30     Total eqFinancia   21795ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H31     ShareholFinancia   13953ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H32     Current Financia    2962ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H33     Other liFinancia    4880ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H34     Total inFinancia  285100ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporDollars H35     Surplus Financia   69800ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporPercentaH36     Current Financia      89ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporPercentaH37     Quick raFinancia      82ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporPercentaH39     Return oFinancia       8ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporPercentaH40     Return oFinancia       5ANZSIC06 groups I521, I522, and I529
    2017Level 4 II132   TransporPercentaH41     LiabilitFinancia      64ANZSIC06 groups I521, I522, and I529
    2017Level 4 II133   WarehousDollars H01     Total inFinancia    1016ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H04     Sales ofFinanciaC       ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H05     InterestFinancia       4ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H06     GovernmeFinancia       0ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H07     Non-operFinanciaC       ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H08     Total exFinancia     913ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H09     InterestFinancia      23ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H10     IndirectFinanciaC       ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H11     DepreciaFinancia      45ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H12     SalariesFinancia     263ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H13     RedundanFinanciaC       ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H19     PurchaseFinancia     550ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H20     Non-operFinanciaC       ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H21     Opening Financia       9ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H22     Closing Financia      10ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H23     Surplus Financia     103ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H24     Total asFinancia    1526ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H25     Current Financia     321ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H26     Fixed taFinanciaC       ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H27     AdditionFinancia     149ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H28     DisposalFinancia      93ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H29     Other asFinanciaC       ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H30     Total eqFinancia    1526ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H31     ShareholFinanciaC       ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H32     Current Financia     318ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H33     Other liFinanciaC       ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H34     Total inFinancia  217900ANZSIC06 group I530
    2017Level 4 II133   WarehousDollars H35     Surplus Financia   22200ANZSIC06 group I530
    2017Level 4 II133   WarehousPercentaH36     Current Financia     101ANZSIC06 group I530
    2017Level 4 II133   WarehousPercentaH37     Quick raFinancia      98ANZSIC06 group I530
    2017Level 4 II133   WarehousPercentaH39     Return oFinanciaC       ANZSIC06 group I530
    2017Level 4 II133   WarehousPercentaH40     Return oFinancia       7ANZSIC06 group I530
    2017Level 4 II133   WarehousPercentaH41     LiabilitFinanciaC       ANZSIC06 group I530
    2017Level 3 II13    Postal, Dollars H01     Total inFinancia    8025ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H04     Sales ofFinancia    7563ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H05     InterestFinancia     101ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H06     GovernmeFinancia       0ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H07     Non-operFinancia     361ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H08     Total exFinancia    6584ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H09     InterestFinancia     248ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H10     IndirectFinancia      98ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H11     DepreciaFinancia     476ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H12     SalariesFinancia    2080ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H13     RedundanFinancia       2ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H19     PurchaseFinancia    3341ANZSIC06 groups I510, I521, I522, I529, and I530
    2017Level 3 II13    Postal, Dollars H20     Non-operFinancia     342ANZSIC06 groups I510, I521, I522, I529, and I530
